order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM0000055,ORD000020,PROD00172,2,40.55,10.82
ITEM0000056,ORD000021,PROD00334,10,148.88,135.4
ITEM0000057,ORD000023,PROD00500,6,9.16,4.87
ITEM0000058,ORD000023,PROD00329,3,14.81,3.1
ITEM0000059,ORD000023,PROD00499,9,110.64,9.18
ITEM0000060,ORD000024,PROD00446,1,78.63,6.63
ITEM0000061,ORD000025,PROD00297,5,67.05,32.41
ITEM0000062,ORD000025,PROD00299,7,118.42,20.1
ITEM0000063,ORD000027,PROD00213,8,84.13,13.27
ITEM0000064,ORD000027,PROD00166,4,173.59,7.8
ITEM0000065,ORD000028,PROD00084,10,49.21,73.28
ITEM0000066,ORD000028,PROD00355,4,89.74,25.36
ITEM0000067,ORD000028,PROD00341,8,113.86,9.66
ITEM0000068,ORD000028,PROD00210,6,17.7,4.18
ITEM0000069,ORD000029,PROD00155,6,4.57,0.81
ITEM0000070,ORD000029,PROD00023,4,66.1,11.12
ITEM0000071,ORD000030,PROD00010,3,42.61,9.17
ITEM0000072,ORD000030,PROD00438,10,37.7,9.87
ITEM0000073,ORD000031,PROD00261,7,140.75,33.77
ITEM0000074,ORD000031,PROD00215,7,52.29,43.95
ITEM0000075,ORD000031,PROD00331,5,152.79,86.65
ITEM0000076,ORD000031,PROD00328,2,75.1,3.2
ITEM0000077,ORD000031,PROD00008,9,99.43,116.36
ITEM0000078,ORD000032,PROD00422,4,129.4,30.92
ITEM0000079,ORD000033,PROD00267,10,179.65,78.99
ITEM0000080,ORD000033,PROD00077,4,69.77,32.71
ITEM0000081,ORD000034,PROD00467,10,44.73,21.24
ITEM0000082,ORD000034,PROD00249,8,190.35,190.08
ITEM0000083,ORD000034,PROD00139,6,39.1,11.54
ITEM0000084,ORD000034,PROD00268,7,161.57,165.41
ITEM0000085,ORD000034,PROD00092,7,90.87,77.73
ITEM0000086,ORD000035,PROD00414,2,61.21,5.6
ITEM0000087,ORD000035,PROD00484,8,6.36,5.37
ITEM0000088,ORD000035,PROD00051,6,56.57,18.94
ITEM0000089,ORD000035,PROD00110,7,69.75,67.38
ITEM0000090,ORD000036,PROD00091,5,56.89,40.49
ITEM0000091,ORD000036,PROD00472,6,164.89,135.94
ITEM0000092,ORD000036,PROD00055,9,45.22,22.64
ITEM0000093,ORD000037,PROD00374,4,13.52,2.16
ITEM0000094,ORD000037,PROD00136,9,13.16,17.02
ITEM0000095,ORD000037,PROD00274,8,160.35,95.14
ITEM0000096,ORD000037,PROD00395,3,81.55,13.05
ITEM0000097,ORD000037,PROD00100,7,149.79,87.0
ITEM0000098,ORD000038,PROD00054,8,225.87,41.32
ITEM0000099,ORD000038,PROD00115,4,182.52,26.42
ITEM0000100,ORD000038,PROD00182,2,65.97,2.38
ITEM0000101,ORD000038,PROD00092,9,90.87,20.76
ITEM0000102,ORD000039,PROD00298,6,161.23,107.56
ITEM0000103,ORD000040,PROD00181,8,118.42,131.12
ITEM0000104,ORD000040,PROD00227,10,35.09,24.54
ITEM0000105,ORD000040,PROD00173,6,43.24,7.04
ITEM0000106,ORD000040,PROD00412,9,159.04,148.3
ITEM0000107,ORD000041,PROD00403,4,158.69,12.53
ITEM0000108,ORD000042,PROD00167,9,181.7,192.2
ITEM0000109,ORD000042,PROD00083,9,184.07,2.06
ITEM0000110,ORD000042,PROD00199,10,82.67,66.64
ITEM0000111,ORD000042,PROD00317,7,157.05,99.35
ITEM0000112,ORD000043,PROD00302,9,140.98,106.39
ITEM0000113,ORD000044,PROD00199,6,82.67,53.38
ITEM0000114,ORD000044,PROD00075,3,39.04,11.06
ITEM0000115,ORD000045,PROD00148,5,63.02,41.28
ITEM0000116,ORD000045,PROD00201,2,95.19,13.0
ITEM0000117,ORD000045,PROD00439,4,45.16,12.25
ITEM0000118,ORD000045,PROD00444,6,218.37,77.43
ITEM0000119,ORD000046,PROD00404,6,157.23,102.64
ITEM0000120,ORD000046,PROD00353,10,147.99,21.54
ITEM0000121,ORD000047,PROD00008,4,99.43,18.31
ITEM0000122,ORD000047,PROD00423,5,57.95,3.18
ITEM0000123,ORD000048,PROD00479,9,69.65,65.37
ITEM0000124,ORD000048,PROD00021,1,43.93,1.62
ITEM0000125,ORD000049,PROD00121,6,127.34,42.92
ITEM0000126,ORD000049,PROD00401,8,109.06,94.19
ITEM0000127,ORD000049,PROD00303,6,194.8,137.21
ITEM0000128,ORD000050,PROD00255,8,74.88,73.79
ITEM0000129,ORD000050,PROD00325,2,70.7,10.36
ITEM0000130,ORD000050,PROD00250,9,141.07,153.49
ITEM0000131,ORD000051,PROD00497,6,49.79,4.09
ITEM0000132,ORD000051,PROD00279,1,39.04,5.55
ITEM0000133,ORD000051,PROD00265,4,207.66,81.74
ITEM0000134,ORD000051,PROD00318,2,143.79,18.23
ITEM0000135,ORD000051,PROD00387,10,26.19,16.86
ITEM0000136,ORD000052,PROD00098,8,84.39,11.25
ITEM0000137,ORD000053,PROD00403,9,158.69,193.1
ITEM0000138,ORD000054,PROD00245,5,113.27,6.55
ITEM0000139,ORD000054,PROD00085,6,141.61,89.47
ITEM0000140,ORD000055,PROD00431,6,67.13,43.12
ITEM0000141,ORD000055,PROD00256,8,78.96,48.83
ITEM0000142,ORD000055,PROD00085,4,141.61,76.44
ITEM0000143,ORD000056,PROD00229,8,127.35,143.41
ITEM0000144,ORD000057,PROD00009,1,103.24,10.23
ITEM0000145,ORD000057,PROD00403,10,158.69,151.43
ITEM0000146,ORD000057,PROD00304,3,6.6,2.6
ITEM0000147,ORD000057,PROD00409,9,54.37,1.12
ITEM0000148,ORD000057,PROD00059,5,40.5,26.92
ITEM0000149,ORD000058,PROD00479,10,69.65,17.92
ITEM0000150,ORD000058,PROD00135,8,65.54,17.21
ITEM0000151,ORD000058,PROD00203,1,70.83,2.13
ITEM0000152,ORD000059,PROD00471,9,25.55,14.08
ITEM0000153,ORD000059,PROD00486,4,126.69,2.52
ITEM0000154,ORD000059,PROD00353,10,147.99,112.79
ITEM0000155,ORD000059,PROD00008,9,99.43,98.13
ITEM0000156,ORD000059,PROD00145,7,79.04,53.81
ITEM0000157,ORD000060,PROD00269,2,153.48,14.32
ITEM0000158,ORD000060,PROD00054,8,225.87,135.21
ITEM0000159,ORD000061,PROD00061,8,191.52,147.04
ITEM0000160,ORD000063,PROD00312,5,191.05,53.11
ITEM0000161,ORD000063,PROD00345,7,155.05,106.42
ITEM0000162,ORD000063,PROD00121,7,127.34,55.7
ITEM0000163,ORD000063,PROD00188,8,176.48,5.05
ITEM0000164,ORD000064,PROD00318,2,143.79,11.77
ITEM0000165,ORD000064,PROD00128,4,207.41,36.72
ITEM0000166,ORD000064,PROD00267,7,179.65,10.16
ITEM0000167,ORD000064,PROD00279,7,39.04,25.67
ITEM0000168,ORD000064,PROD00278,9,22.05,21.22
ITEM0000169,ORD000065,PROD00116,4,31.9,11.76
ITEM0000170,ORD000065,PROD00420,7,108.51,78.37
ITEM0000171,ORD000065,PROD00079,4,46.77,23.06
ITEM0000172,ORD000066,PROD00306,10,187.42,33.98
ITEM0000173,ORD000066,PROD00451,1,110.1,12.7
ITEM0000174,ORD000067,PROD00052,10,49.27,2.19
ITEM0000175,ORD000067,PROD00388,7,45.83,1.09
ITEM0000176,ORD000067,PROD00445,5,198.97,37.28
ITEM0000177,ORD000067,PROD00217,8,127.42,45.27
ITEM0000178,ORD000067,PROD00351,5,180.07,47.33
ITEM0000179,ORD000068,PROD00159,4,41.1,22.86
ITEM0000180,ORD000069,PROD00188,1,176.48,1.12
ITEM0000181,ORD000070,PROD00371,7,90.42,73.51
ITEM0000182,ORD000070,PROD00159,1,41.1,0.98
ITEM0000183,ORD000071,PROD00431,9,67.13,43.22
ITEM0000184,ORD000071,PROD00247,6,129.8,48.63
ITEM0000185,ORD000071,PROD00014,1,126.15,18.23
ITEM0000186,ORD000072,PROD00017,2,9.0,1.23
ITEM0000187,ORD000072,PROD00413,7,47.58,41.05
ITEM0000188,ORD000072,PROD00367,8,158.05,156.62
ITEM0000189,ORD000072,PROD00500,5,9.16,6.7
ITEM0000190,ORD000073,PROD00368,10,9.96,12.01
ITEM0000191,ORD000073,PROD00132,7,148.14,76.28
ITEM0000192,ORD000073,PROD00361,3,78.9,20.58
ITEM0000193,ORD000073,PROD00322,4,136.32,53.66
ITEM0000194,ORD000073,PROD00338,6,205.76,74.76
ITEM0000195,ORD000074,PROD00385,1,105.87,12.38
ITEM0000196,ORD000074,PROD00366,7,85.85,75.88
ITEM0000197,ORD000074,PROD00371,10,90.42,67.48
ITEM0000198,ORD000074,PROD00216,4,137.73,80.26
ITEM0000199,ORD000075,PROD00277,9,28.79,9.22
ITEM0000200,ORD000075,PROD00138,2,159.61,12.95
ITEM0000201,ORD000075,PROD00280,7,130.13,23.46
ITEM0000202,ORD000075,PROD00389,6,26.16,20.46
ITEM0000203,ORD000076,PROD00405,7,78.04,0.38
ITEM0000204,ORD000077,PROD00402,5,48.6,35.43
ITEM0000205,ORD000077,PROD00329,3,14.81,3.48
ITEM0000206,ORD000077,PROD00413,2,47.58,6.12
ITEM0000207,ORD000077,PROD00342,1,128.8,12.43
ITEM0000208,ORD000077,PROD00255,8,74.88,16.03
ITEM0000209,ORD000078,PROD00257,4,88.99,6.86
ITEM0000210,ORD000078,PROD00193,1,70.94,6.6
ITEM0000211,ORD000078,PROD00136,8,13.16,13.94
ITEM0000212,ORD000078,PROD00226,10,145.83,100.98
ITEM0000213,ORD000079,PROD00203,10,70.83,78.51
ITEM0000214,ORD000079,PROD00429,2,121.49,30.39
ITEM0000215,ORD000080,PROD00331,9,152.79,97.08
ITEM0000216,ORD000080,PROD00500,5,9.16,5.74
ITEM0000217,ORD000080,PROD00224,3,92.66,38.77
ITEM0000218,ORD000081,PROD00460,1,157.34,0.91
ITEM0000219,ORD000081,PROD00369,1,114.06,2.82
ITEM0000220,ORD000082,PROD00355,6,89.74,10.68
ITEM0000221,ORD000082,PROD00027,7,63.05,5.91
ITEM0000222,ORD000082,PROD00092,8,90.87,44.74
ITEM0000223,ORD000082,PROD00183,7,114.39,23.33
ITEM0000224,ORD000082,PROD00389,5,26.16,5.45
ITEM0000225,ORD000083,PROD00045,9,218.55,69.44
ITEM0000226,ORD000083,PROD00329,4,14.81,5.54
ITEM0000227,ORD000083,PROD00013,8,43.61,51.62
ITEM0000228,ORD000083,PROD00434,5,148.0,72.81
ITEM0000229,ORD000083,PROD00099,5,18.65,5.66
ITEM0000230,ORD000084,PROD00362,10,104.64,109.75
ITEM0000231,ORD000084,PROD00156,7,176.19,139.53
ITEM0000232,ORD000084,PROD00079,3,46.77,20.79
ITEM0000233,ORD000084,PROD00128,7,207.41,167.86
ITEM0000234,ORD000084,PROD00140,3,121.3,40.73
ITEM0000235,ORD000085,PROD00395,2,81.55,21.71
ITEM0000236,ORD000085,PROD00081,9,127.83,113.92
ITEM0000237,ORD000086,PROD00419,7,125.02,81.96
ITEM0000238,ORD000086,PROD00227,6,35.09,3.49
ITEM0000239,ORD000086,PROD00484,7,6.36,3.77
ITEM0000240,ORD000086,PROD00033,5,200.11,1.02
ITEM0000241,ORD000086,PROD00327,4,169.39,65.02
ITEM0000242,ORD000087,PROD00397,2,80.19,2.74
ITEM0000243,ORD000087,PROD00285,10,160.48,126.23
ITEM0000244,ORD000088,PROD00342,6,128.8,3.95
ITEM0000245,ORD000088,PROD00371,7,90.42,16.0
ITEM0000246,ORD000089,PROD00147,6,134.22,90.1
ITEM0000247,ORD000090,PROD00440,1,139.5,4.77
ITEM0000248,ORD000090,PROD00020,5,75.9,14.64
ITEM0000249,ORD000090,PROD00475,10,27.25,7.88
ITEM0000250,ORD000091,PROD00374,10,13.52,6.24
ITEM0000251,ORD000091,PROD00268,3,161.57,8.54
ITEM0000252,ORD000091,PROD00349,10,211.86,15.75
ITEM0000253,ORD000092,PROD00084,2,49.21,14.61
ITEM0000254,ORD000092,PROD00328,3,75.1,13.59
ITEM0000255,ORD000092,PROD00047,9,116.15,37.26
ITEM0000256,ORD000092,PROD00204,2,152.4,27.42
ITEM0000257,ORD000092,PROD00113,1,101.19,14.09
ITEM0000258,ORD000093,PROD00115,8,182.52,143.92
ITEM0000259,ORD000094,PROD00440,6,139.5,68.6
ITEM0000260,ORD000095,PROD00474,1,60.11,1.64
ITEM0000261,ORD000096,PROD00359,3,228.31,90.38
ITEM0000262,ORD000096,PROD00171,8,103.74,89.94
ITEM0000263,ORD000097,PROD00131,8,33.92,22.55
ITEM0000264,ORD000097,PROD00286,7,123.79,120.44
ITEM0000265,ORD000097,PROD00045,4,218.55,20.99
ITEM0000266,ORD000097,PROD00292,4,32.94,1.19
ITEM0000267,ORD000097,PROD00433,7,113.08,73.63
ITEM0000268,ORD000098,PROD00335,4,186.59,103.43
ITEM0000269,ORD000098,PROD00367,3,158.05,58.26
ITEM0000270,ORD000099,PROD00269,9,153.48,28.83
ITEM0000271,ORD000099,PROD00351,3,180.07,27.21
ITEM0000272,ORD000099,PROD00311,10,34.71,17.56
ITEM0000273,ORD000101,PROD00313,6,75.97,65.53
ITEM0000274,ORD000102,PROD00387,6,26.19,19.25
ITEM0000275,ORD000102,PROD00279,5,39.04,22.53
ITEM0000276,ORD000102,PROD00260,1,231.06,33.37
ITEM0000277,ORD000103,PROD00490,7,152.66,68.47
ITEM0000278,ORD000103,PROD00274,7,160.35,143.74
ITEM0000279,ORD000104,PROD00306,5,187.42,18.44
ITEM0000280,ORD000105,PROD00055,4,45.22,26.45
ITEM0000281,ORD000105,PROD00389,9,26.16,15.81
ITEM0000282,ORD000105,PROD00075,2,39.04,4.07
ITEM0000283,ORD000105,PROD00333,1,160.55,5.72
ITEM0000284,ORD000105,PROD00181,5,118.42,64.51
ITEM0000285,ORD000106,PROD00475,4,27.25,3.78
ITEM0000286,ORD000107,PROD00143,1,84.1,3.53
ITEM0000287,ORD000107,PROD00419,1,125.02,16.1
ITEM0000288,ORD000107,PROD00030,2,109.72,3.0
ITEM0000289,ORD000108,PROD00320,2,113.14,33.17
ITEM0000290,ORD000108,PROD00245,3,113.27,6.41
ITEM0000291,ORD000108,PROD00281,7,21.47,21.61
ITEM0000292,ORD000108,PROD00497,8,49.79,36.04
ITEM0000293,ORD000108,PROD00318,2,143.79,16.37
ITEM0000294,ORD000109,PROD00050,8,78.89,51.27
ITEM0000295,ORD000109,PROD00134,10,17.48,15.53
ITEM0000296,ORD000110,PROD00086,7,142.35,83.31
ITEM0000297,ORD000110,PROD00261,8,140.75,22.39
ITEM0000298,ORD000110,PROD00049,4,80.06,19.62
ITEM0000299,ORD000111,PROD00306,6,187.42,53.95
ITEM0000300,ORD000111,PROD00478,4,48.11,14.48
ITEM0000301,ORD000111,PROD00164,6,138.75,41.28
ITEM0000302,ORD000111,PROD00387,3,26.19,0.91
ITEM0000303,ORD000111,PROD00413,7,47.58,42.14
ITEM0000304,ORD000112,PROD00493,4,98.73,33.97
ITEM0000305,ORD000112,PROD00432,9,66.78,62.51
ITEM0000306,ORD000112,PROD00119,2,23.43,2.85
ITEM0000307,ORD000112,PROD00466,3,55.46,20.85
ITEM0000308,ORD000112,PROD00369,8,114.06,119.74
ITEM0000309,ORD000113,PROD00410,4,143.41,47.86
ITEM0000310,ORD000113,PROD00290,5,171.28,57.33
ITEM0000311,ORD000113,PROD00177,10,167.83,131.15
ITEM0000312,ORD000113,PROD00170,7,205.51,196.53
ITEM0000313,ORD000114,PROD00072,10,31.78,4.51
ITEM0000314,ORD000114,PROD00150,1,179.4,2.96
ITEM0000315,ORD000114,PROD00191,9,66.42,43.49
ITEM0000316,ORD000114,PROD00176,8,45.64,28.98
ITEM0000317,ORD000115,PROD00299,9,118.42,120.36
ITEM0000318,ORD000116,PROD00089,4,99.7,49.95
ITEM0000319,ORD000116,PROD00382,9,109.04,23.05
ITEM0000320,ORD000116,PROD00418,9,106.6,137.53
ITEM0000321,ORD000116,PROD00043,8,80.75,16.32
ITEM0000322,ORD000116,PROD00279,10,39.04,2.37
ITEM0000323,ORD000117,PROD00271,1,186.12,5.53
ITEM0000324,ORD000117,PROD00294,4,72.62,33.07
ITEM0000325,ORD000118,PROD00491,10,77.63,65.34
ITEM0000326,ORD000118,PROD00057,4,29.53,12.09
ITEM0000327,ORD000118,PROD00018,1,34.04,4.13
ITEM0000328,ORD000119,PROD00032,5,33.73,12.91
ITEM0000329,ORD000119,PROD00115,4,182.52,35.15
ITEM0000330,ORD000120,PROD00118,6,67.18,40.95
ITEM0000331,ORD000120,PROD00049,7,80.06,12.97
ITEM0000332,ORD000120,PROD00285,5,160.48,42.76
ITEM0000333,ORD000120,PROD00438,5,37.7,10.17
ITEM0000334,ORD000121,PROD00200,8,81.39,33.34
ITEM0000335,ORD000121,PROD00053,6,11.49,4.89
ITEM0000336,ORD000121,PROD00455,10,128.63,92.73
ITEM0000337,ORD000121,PROD00157,7,18.92,11.54
ITEM0000338,ORD000122,PROD00357,1,149.0,16.71
ITEM0000339,ORD000122,PROD00498,9,188.0,165.66
ITEM0000340,ORD000122,PROD00447,3,133.47,37.65
ITEM0000341,ORD000123,PROD00194,4,141.52,68.73
ITEM0000342,ORD000123,PROD00299,9,118.42,29.16
ITEM0000343,ORD000124,PROD00356,1,95.84,0.31
ITEM0000344,ORD000124,PROD00396,10,104.24,69.49
ITEM0000345,ORD000125,PROD00128,3,207.41,38.53
ITEM0000346,ORD000125,PROD00082,3,138.63,36.61
ITEM0000347,ORD000126,PROD00455,10,128.63,185.68
ITEM0000348,ORD000126,PROD00131,1,33.92,3.45
ITEM0000349,ORD000126,PROD00459,10,41.0,5.94
ITEM0000350,ORD000126,PROD00346,6,208.15,102.6
ITEM0000351,ORD000126,PROD00379,3,99.09,3.26
ITEM0000352,ORD000127,PROD00480,1,120.13,12.25
ITEM0000353,ORD000127,PROD00060,9,47.92,49.22
ITEM0000354,ORD000128,PROD00432,7,66.78,35.95
ITEM0000355,ORD000128,PROD00459,5,41.0,17.98
ITEM0000356,ORD000128,PROD00199,5,82.67,31.22
ITEM0000357,ORD000128,PROD00032,6,33.73,7.12
ITEM0000358,ORD000129,PROD00457,1,181.17,4.56
ITEM0000359,ORD000129,PROD00329,3,14.81,3.55
ITEM0000360,ORD000129,PROD00048,1,151.5,1.28
ITEM0000361,ORD000129,PROD00174,1,123.99,3.03
ITEM0000362,ORD000129,PROD00372,4,93.33,10.76
ITEM0000363,ORD000130,PROD00068,9,42.56,19.34
ITEM0000364,ORD000133,PROD00051,9,56.57,73.51
ITEM0000365,ORD000133,PROD00077,8,69.77,49.33
ITEM0000366,ORD000133,PROD00475,10,27.25,8.02
ITEM0000367,ORD000133,PROD00035,6,51.51,10.94
ITEM0000368,ORD000134,PROD00193,5,70.94,35.38
ITEM0000369,ORD000134,PROD00098,6,84.39,24.03
ITEM0000370,ORD000135,PROD00287,8,176.16,31.63
ITEM0000371,ORD000135,PROD00066,4,136.29,80.41
ITEM0000372,ORD000135,PROD00173,8,43.24,26.28
ITEM0000373,ORD000137,PROD00057,7,29.53,12.87
ITEM0000374,ORD000137,PROD00494,2,154.89,24.8
ITEM0000375,ORD000137,PROD00344,8,52.27,46.18
ITEM0000376,ORD000137,PROD00336,6,140.08,87.16
ITEM0000377,ORD000137,PROD00450,3,72.17,31.29
ITEM0000378,ORD000138,PROD00459,5,41.0,6.54
ITEM0000379,ORD000138,PROD00179,6,168.16,111.88
ITEM0000380,ORD000138,PROD00390,6,139.09,82.0
ITEM0000381,ORD000138,PROD00424,9,157.44,51.39
ITEM0000382,ORD000138,PROD00469,7,56.1,12.94
ITEM0000383,ORD000139,PROD00103,1,43.62,0.24
ITEM0000384,ORD000139,PROD00164,4,138.75,80.72
ITEM0000385,ORD000139,PROD00021,9,43.93,54.27
ITEM0000386,ORD000139,PROD00040,10,153.95,127.23
ITEM0000387,ORD000140,PROD00098,3,84.39,23.23
ITEM0000388,ORD000141,PROD00089,8,99.7,87.0
ITEM0000389,ORD000142,PROD00179,5,168.16,24.52
ITEM0000390,ORD000142,PROD00424,6,157.44,55.68
ITEM0000391,ORD000143,PROD00205,6,161.75,74.31
ITEM0000392,ORD000143,PROD00332,3,55.83,21.06
ITEM0000393,ORD000143,PROD00418,10,106.6,59.01
ITEM0000394,ORD000143,PROD00435,4,21.75,5.69
ITEM0000395,ORD000144,PROD00422,4,129.4,73.84
ITEM0000396,ORD000144,PROD00355,7,89.74,62.09
ITEM0000397,ORD000144,PROD00039,2,127.52,35.89
ITEM0000398,ORD000144,PROD00193,9,70.94,62.38
ITEM0000399,ORD000144,PROD00025,10,140.01,91.83
ITEM0000400,ORD000145,PROD00037,1,146.35,2.65
ITEM0000401,ORD000145,PROD00084,1,49.21,0.53
ITEM0000402,ORD000145,PROD00015,1,112.05,4.73
ITEM0000403,ORD000146,PROD00380,2,57.26,2.14
ITEM0000404,ORD000146,PROD00259,10,171.32,152.88
ITEM0000405,ORD000146,PROD00215,8,52.29,55.76
ITEM0000406,ORD000146,PROD00363,8,27.58,31.54
ITEM0000407,ORD000147,PROD00262,7,73.53,15.42
ITEM0000408,ORD000147,PROD00316,3,30.56,11.56
ITEM0000409,ORD000147,PROD00399,6,134.25,78.8
ITEM0000410,ORD000148,PROD00067,4,147.9,6.02
ITEM0000411,ORD000148,PROD00028,10,37.09,51.3
ITEM0000412,ORD000148,PROD00128,10,207.41,255.62
ITEM0000413,ORD000149,PROD00243,9,128.52,59.29
ITEM0000414,ORD000149,PROD00128,9,207.41,55.87
ITEM0000415,ORD000149,PROD00361,5,78.9,7.93
ITEM0000416,ORD000149,PROD00371,1,90.42,0.48
ITEM0000417,ORD000149,PROD00267,2,179.65,9.32
ITEM0000418,ORD000150,PROD00301,7,48.03,34.05
ITEM0000419,ORD000150,PROD00307,5,223.91,104.65
ITEM0000420,ORD000151,PROD00399,9,134.25,170.19
ITEM0000421,ORD000151,PROD00341,10,113.86,15.9
ITEM0000422,ORD000151,PROD00482,5,188.79,106.31
ITEM0000423,ORD000152,PROD00435,4,21.75,7.7
ITEM0000424,ORD000152,PROD00308,10,8.61,12.85
ITEM0000425,ORD000152,PROD00264,4,146.79,22.77
ITEM0000426,ORD000152,PROD00465,8,145.99,110.32
ITEM0000427,ORD000153,PROD00037,5,146.35,52.13
ITEM0000428,ORD000153,PROD00433,9,113.08,103.89
ITEM0000429,ORD000154,PROD00106,9,46.56,23.07
ITEM0000430,ORD000156,PROD00301,8,48.03,13.57
ITEM0000431,ORD000156,PROD00155,3,4.57,0.93
ITEM0000432,ORD000156,PROD00050,9,78.89,73.16
ITEM0000433,ORD000156,PROD00127,9,100.63,26.17
ITEM0000434,ORD000157,PROD00470,1,133.08,6.64
ITEM0000435,ORD000157,PROD00336,2,140.08,18.65
ITEM0000436,ORD000158,PROD00214,9,101.91,124.0
ITEM0000437,ORD000158,PROD00048,7,151.5,69.82
ITEM0000438,ORD000159,PROD00350,6,98.85,43.5
ITEM0000439,ORD000159,PROD00111,10,132.47,110.35
ITEM0000440,ORD000159,PROD00187,2,15.5,4.4
ITEM0000441,ORD000159,PROD00422,4,129.4,76.66
ITEM0000442,ORD000160,PROD00319,8,31.86,18.35
ITEM0000443,ORD000161,PROD00139,9,39.1,47.2
ITEM0000444,ORD000161,PROD00265,2,207.66,26.1
ITEM0000445,ORD000162,PROD00198,8,58.82,35.85
ITEM0000446,ORD000162,PROD00331,9,152.79,125.24
ITEM0000447,ORD000163,PROD00422,4,129.4,75.65
ITEM0000448,ORD000163,PROD00457,6,181.17,54.44
ITEM0000449,ORD000163,PROD00100,4,149.79,49.78
ITEM0000450,ORD000164,PROD00334,2,148.88,37.1
ITEM0000451,ORD000164,PROD00097,10,154.85,50.14
ITEM0000452,ORD000164,PROD00402,3,48.6,11.08
ITEM0000453,ORD000164,PROD00298,9,161.23,25.34
ITEM0000454,ORD000164,PROD00202,9,20.81,13.56
ITEM0000455,ORD000165,PROD00478,9,48.11,20.25
ITEM0000456,ORD000165,PROD00214,2,101.91,10.57
ITEM0000457,ORD000165,PROD00402,2,48.6,8.95
ITEM0000458,ORD000165,PROD00311,3,34.71,4.94
ITEM0000459,ORD000166,PROD00336,4,140.08,58.19
ITEM0000460,ORD000167,PROD00430,8,115.21,52.12
ITEM0000461,ORD000167,PROD00085,1,141.61,6.94
ITEM0000462,ORD000167,PROD00249,3,190.35,46.92
ITEM0000463,ORD000167,PROD00247,7,129.8,136.27
ITEM0000464,ORD000168,PROD00478,2,48.11,0.03
