inventory_id,product_id,inventory_date,opening_stock,units_received,units_sold,units_returned,closing_stock
INV0000100,PROD00009,2025-04-28,66,81,113,2,36
INV0000101,PROD00009,2025-05-28,36,81,113,2,6
INV0000102,PROD00009,2025-06-28,6,81,89,2,0
INV0000103,PROD00009,2025-07-28,0,81,83,2,0
INV0000104,PROD00009,2025-08-28,0,81,83,2,0
INV0000105,PROD00009,2025-09-28,0,81,83,2,0
INV0000106,PROD00009,2025-10-28,0,81,83,2,0
INV0000107,PROD00009,2025-11-28,0,81,83,2,0
INV0000108,PROD00009,2025-12-28,0,82,84,2,0
INV0000109,PROD00010,2025-01-28,117,93,107,3,106
INV0000110,PROD00010,2025-02-28,106,93,107,3,95
INV0000111,PROD00010,2025-03-28,95,93,107,3,84
INV0000112,PROD00010,2025-04-28,84,93,107,3,73
INV0000113,PROD00010,2025-05-28,73,93,107,3,62
INV0000114,PROD00010,2025-06-28,62,93,107,3,51
INV0000115,PROD00010,2025-07-28,51,93,107,3,40
INV0000116,PROD00010,2025-08-28,40,93,107,3,29
INV0000117,PROD00010,2025-09-28,29,93,107,3,18
INV0000118,PROD00010,2025-10-28,18,93,107,3,7
INV0000119,PROD00010,2025-11-28,7,93,103,3,0
INV0000120,PROD00010,2025-12-28,0,99,105,6,0
INV0000121,PROD00011,2025-01-28,192,113,106,3,202
INV0000122,PROD00011,2025-02-28,202,113,106,3,212
INV0000123,PROD00011,2025-03-28,212,113,106,3,222
INV0000124,PROD00011,2025-04-28,222,113,106,3,232
INV0000125,PROD00011,2025-05-28,232,113,106,3,242
INV0000126,PROD00011,2025-06-28,242,113,106,3,252
INV0000127,PROD00011,2025-07-28,252,113,106,3,262
INV0000128,PROD00011,2025-08-28,262,113,106,3,272
INV0000129,PROD00011,2025-09-28,272,113,106,3,282
INV0000130,PROD00011,2025-10-28,282,113,106,3,292
INV0000131,PROD00011,2025-11-28,292,113,106,3,302
INV0000132,PROD00011,2025-12-28,302,121,115,8,316
INV0000133,PROD00012,2025-01-28,165,76,121,1,121
INV0000134,PROD00012,2025-02-28,121,76,121,1,77
INV0000135,PROD00012,2025-03-28,77,76,121,1,33
INV0000136,PROD00012,2025-04-28,33,76,110,1,0
INV0000137,PROD00012,2025-05-28,0,76,77,1,0
INV0000138,PROD00012,2025-06-28,0,76,77,1,0
INV0000139,PROD00012,2025-07-28,0,76,77,1,0
INV0000140,PROD00012,2025-08-28,0,76,77,1,0
INV0000141,PROD00012,2025-09-28,0,76,77,1,0
INV0000142,PROD00012,2025-10-28,0,76,77,1,0
INV0000143,PROD00012,2025-11-28,0,76,77,1,0
INV0000144,PROD00012,2025-12-28,0,77,89,12,0
INV0000145,PROD00013,2025-01-28,159,64,112,3,114
INV0000146,PROD00013,2025-02-28,114,64,112,3,69
INV0000147,PROD00013,2025-03-28,69,64,112,3,24
INV0000148,PROD00013,2025-04-28,24,64,91,3,0
INV0000149,PROD00013,2025-05-28,0,64,67,3,0
INV0000150,PROD00013,2025-06-28,0,64,67,3,0
INV0000151,PROD00013,2025-07-28,0,64,67,3,0
INV0000152,PROD00013,2025-08-28,0,64,67,3,0
INV0000153,PROD00013,2025-09-28,0,64,67,3,0
INV0000154,PROD00013,2025-10-28,0,64,67,3,0
INV0000155,PROD00013,2025-11-28,0,64,67,3,0
INV0000156,PROD00013,2025-12-28,0,71,74,3,0
INV0000157,PROD00014,2025-01-28,134,304,100,0,338
INV0000158,PROD00014,2025-02-28,338,304,100,0,542
INV0000159,PROD00014,2025-03-28,542,304,100,0,746
INV0000160,PROD00014,2025-04-28,746,304,100,0,950
INV0000161,PROD00014,2025-05-28,950,304,100,0,1154
INV0000162,PROD00014,2025-06-28,1154,304,100,0,1358
INV0000163,PROD00014,2025-07-28,1358,304,100,0,1562
INV0000164,PROD00014,2025-08-28,1562,304,100,0,1766
INV0000165,PROD00014,2025-09-28,1766,304,100,0,1970
INV0000166,PROD00014,2025-10-28,1970,304,100,0,2174
INV0000167,PROD00014,2025-11-28,2174,304,100,0,2378
INV0000168,PROD00014,2025-12-28,2378,306,110,11,2585
INV0000169,PROD00015,2025-01-28,76,173,109,2,142
INV0000170,PROD00015,2025-02-28,142,173,109,2,208
INV0000171,PROD00015,2025-03-28,208,173,109,2,274
INV0000172,PROD00015,2025-04-28,274,173,109,2,340
INV0000173,PROD00015,2025-05-28,340,173,109,2,406
INV0000174,PROD00015,2025-06-28,406,173,109,2,472
INV0000175,PROD00015,2025-07-28,472,173,109,2,538
INV0000176,PROD00015,2025-08-28,538,173,109,2,604
INV0000177,PROD00015,2025-09-28,604,173,109,2,670
INV0000178,PROD00015,2025-10-28,670,173,109,2,736
INV0000179,PROD00015,2025-11-28,736,173,109,2,802
INV0000180,PROD00015,2025-12-28,802,182,117,12,879
INV0000181,PROD00016,2025-01-28,56,56,114,2,0
INV0000182,PROD00016,2025-02-28,0,56,58,2,0
INV0000183,PROD00016,2025-03-28,0,56,58,2,0
INV0000184,PROD00016,2025-04-28,0,56,58,2,0
INV0000185,PROD00016,2025-05-28,0,56,58,2,0
INV0000186,PROD00016,2025-06-28,0,56,58,2,0
INV0000187,PROD00016,2025-07-28,0,56,58,2,0
INV0000188,PROD00016,2025-08-28,0,56,58,2,0
INV0000189,PROD00016,2025-09-28,0,56,58,2,0
INV0000190,PROD00016,2025-10-28,0,56,58,2,0
INV0000191,PROD00016,2025-11-28,0,56,58,2,0
INV0000192,PROD00016,2025-12-28,0,60,72,12,0
INV0000193,PROD00017,2025-01-28,71,37,110,2,0
INV0000194,PROD00017,2025-02-28,0,37,39,2,0
INV0000195,PROD00017,2025-03-28,0,37,39,2,0
INV0000196,PROD00017,2025-04-28,0,37,39,2,0
INV0000197,PROD00017,2025-05-28,0,37,39,2,0
INV0000198,PROD00017,2025-06-28,0,37,39,2,0
INV0000199,PROD00017,2025-07-28,0,37,39,2,0
INV0000200,PROD00017,2025-08-28,0,37,39,2,0
INV0000201,PROD00017,2025-09-28,0,37,39,2,0
INV0000202,PROD00017,2025-10-28,0,37,39,2,0
INV0000203,PROD00017,2025-11-28,0,37,39,2,0
INV0000204,PROD00017,2025-12-28,0,43,56,13,0
INV0000205,PROD00018,2025-01-28,176,159,112,1,224
INV0000206,PROD00018,2025-02-28,224,159,112,1,272
INV0000207,PROD00018,2025-03-28,272,159,112,1,320
INV0000208,PROD00018,2025-04-28,320,159,112,1,368
INV0000209,PROD00018,2025-05-28,368,159,112,1,416
INV0000210,PROD00018,2025-06-28,416,159,112,1,464
INV0000211,PROD00018,2025-07-28,464,159,112,1,512
INV0000212,PROD00018,2025-08-28,512,159,112,1,560
INV0000213,PROD00018,2025-09-28,560,159,112,1,608
INV0000214,PROD00018,2025-10-28,608,159,112,1,656
INV0000215,PROD00018,2025-11-28,656,159,112,1,704
INV0000216,PROD00018,2025-12-28,704,170,120,10,764
INV0000217,PROD00019,2025-01-28,221,305,119,2,409
INV0000218,PROD00019,2025-02-28,409,305,119,2,597
INV0000219,PROD00019,2025-03-28,597,305,119,2,785
INV0000220,PROD00019,2025-04-28,785,305,119,2,973
INV0000221,PROD00019,2025-05-28,973,305,119,2,1161
INV0000222,PROD00019,2025-06-28,1161,305,119,2,1349
INV0000223,PROD00019,2025-07-28,1349,305,119,2,1537
INV0000224,PROD00019,2025-08-28,1537,305,119,2,1725
INV0000225,PROD00019,2025-09-28,1725,305,119,2,1913
INV0000226,PROD00019,2025-10-28,1913,305,119,2,2101
INV0000227,PROD00019,2025-11-28,2101,305,119,2,2289
INV0000228,PROD00019,2025-12-28,2289,309,123,2,2477
INV0000229,PROD00020,2025-01-28,64,52,112,2,6
INV0000230,PROD00020,2025-02-28,6,52,60,2,0
INV0000231,PROD00020,2025-03-28,0,52,54,2,0
INV0000232,PROD00020,2025-04-28,0,52,54,2,0
INV0000233,PROD00020,2025-05-28,0,52,54,2,0
INV0000234,PROD00020,2025-06-28,0,52,54,2,0
INV0000235,PROD00020,2025-07-28,0,52,54,2,0
INV0000236,PROD00020,2025-08-28,0,52,54,2,0
INV0000237,PROD00020,2025-09-28,0,52,54,2,0
INV0000238,PROD00020,2025-10-28,0,52,54,2,0
INV0000239,PROD00020,2025-11-28,0,52,54,2,0
INV0000240,PROD00020,2025-12-28,0,60,70,10,0
INV0000241,PROD00021,2025-01-28,88,157,123,2,124
INV0000242,PROD00021,2025-02-28,124,157,123,2,160
INV0000243,PROD00021,2025-03-28,160,157,123,2,196
INV0000244,PROD00021,2025-04-28,196,157,123,2,232
INV0000245,PROD00021,2025-05-28,232,157,123,2,268
INV0000246,PROD00021,2025-06-28,268,157,123,2,304
INV0000247,PROD00021,2025-07-28,304,157,123,2,340
INV0000248,PROD00021,2025-08-28,340,157,123,2,376
INV0000249,PROD00021,2025-09-28,376,157,123,2,412
INV0000250,PROD00021,2025-10-28,412,157,123,2,448
INV0000251,PROD00021,2025-11-28,448,157,123,2,484
INV0000252,PROD00021,2025-12-28,484,162,132,4,518
INV0000253,PROD00022,2025-01-28,96,103,120,4,83
INV0000254,PROD00022,2025-02-28,83,103,120,4,70
INV0000255,PROD00022,2025-03-28,70,103,120,4,57
INV0000256,PROD00022,2025-04-28,57,103,120,4,44
INV0000257,PROD00022,2025-05-28,44,103,120,4,31
INV0000258,PROD00022,2025-06-28,31,103,120,4,18
INV0000259,PROD00022,2025-07-28,18,103,120,4,5
INV0000260,PROD00022,2025-08-28,5,103,112,4,0
INV0000261,PROD00022,2025-09-28,0,103,107,4,0
INV0000262,PROD00022,2025-10-28,0,103,107,4,0
INV0000263,PROD00022,2025-11-28,0,103,107,4,0
INV0000264,PROD00022,2025-12-28,0,112,118,6,0
INV0000265,PROD00023,2025-01-28,186,119,115,1,191
INV0000266,PROD00023,2025-02-28,191,119,115,1,196
INV0000267,PROD00023,2025-03-28,196,119,115,1,201
INV0000268,PROD00023,2025-04-28,201,119,115,1,206
INV0000269,PROD00023,2025-05-28,206,119,115,1,211
INV0000270,PROD00023,2025-06-28,211,119,115,1,216
INV0000271,PROD00023,2025-07-28,216,119,115,1,221
INV0000272,PROD00023,2025-08-28,221,119,115,1,226
INV0000273,PROD00023,2025-09-28,226,119,115,1,231
INV0000274,PROD00023,2025-10-28,231,119,115,1,236
INV0000275,PROD00023,2025-11-28,236,119,115,1,241
INV0000276,PROD00023,2025-12-28,241,126,116,3,254
INV0000277,PROD00024,2025-01-28,189,103,115,3,180
INV0000278,PROD00024,2025-02-28,180,103,115,3,171
INV0000279,PROD00024,2025-03-28,171,103,115,3,162
INV0000280,PROD00024,2025-04-28,162,103,115,3,153
INV0000281,PROD00024,2025-05-28,153,103,115,3,144
INV0000282,PROD00024,2025-06-28,144,103,115,3,135
INV0000283,PROD00024,2025-07-28,135,103,115,3,126
INV0000284,PROD00024,2025-08-28,126,103,115,3,117
INV0000285,PROD00024,2025-09-28,117,103,115,3,108
INV0000286,PROD00024,2025-10-28,108,103,115,3,99
INV0000287,PROD00024,2025-11-28,99,103,115,3,90
INV0000288,PROD00024,2025-12-28,90,110,120,6,86
INV0000289,PROD00025,2025-01-28,64,41,110,5,0
INV0000290,PROD00025,2025-02-28,0,41,46,5,0
INV0000291,PROD00025,2025-03-28,0,41,46,5,0
INV0000292,PROD00025,2025-04-28,0,41,46,5,0
INV0000293,PROD00025,2025-05-28,0,41,46,5,0
INV0000294,PROD00025,2025-06-28,0,41,46,5,0
INV0000295,PROD00025,2025-07-28,0,41,46,5,0
INV0000296,PROD00025,2025-08-28,0,41,46,5,0
INV0000297,PROD00025,2025-09-28,0,41,46,5,0
INV0000298,PROD00025,2025-10-28,0,41,46,5,0
INV0000299,PROD00025,2025-11-28,0,41,46,5,0
INV0000300,PROD00025,2025-12-28,0,42,48,6,0
INV0000301,PROD00026,2025-01-28,69,0,72,3,0
INV0000302,PROD00026,2025-02-28,0,0,3,3,0
INV0000303,PROD00026,2025-03-28,0,0,3,3,0
INV0000304,PROD00026,2025-04-28,0,0,3,3,0
INV0000305,PROD00026,2025-05-28,0,0,3,3,0
INV0000306,PROD00026,2025-06-28,0,0,3,3,0
INV0000307,PROD00026,2025-07-28,0,0,3,3,0
INV0000308,PROD00026,2025-08-28,0,0,3,3,0
INV0000309,PROD00026,2025-09-28,0,0,3,3,0
INV0000310,PROD00026,2025-10-28,0,0,3,3,0
INV0000311,PROD00026,2025-11-28,0,0,3,3,0
INV0000312,PROD00026,2025-12-28,0,0,8,8,0
INV0000313,PROD00027,2025-01-28,158,141,113,1,187
INV0000314,PROD00027,2025-02-28,187,141,113,1,216
INV0000315,PROD00027,2025-03-28,216,141,113,1,245
INV0000316,PROD00027,2025-04-28,245,141,113,1,274
INV0000317,PROD00027,2025-05-28,274,141,113,1,303
INV0000318,PROD00027,2025-06-28,303,141,113,1,332
INV0000319,PROD00027,2025-07-28,332,141,113,1,361
INV0000320,PROD00027,2025-08-28,361,141,113,1,390
INV0000321,PROD00027,2025-09-28,390,141,113,1,419
INV0000322,PROD00027,2025-10-28,419,141,113,1,448
INV0000323,PROD00027,2025-11-28,448,141,113,1,477
INV0000324,PROD00027,2025-12-28,477,147,114,4,514
INV0000325,PROD00028,2025-01-28,160,162,126,6,202
INV0000326,PROD00028,2025-02-28,202,162,126,6,244
INV0000327,PROD00028,2025-03-28,244,162,126,6,286
INV0000328,PROD00028,2025-04-28,286,162,126,6,328
INV0000329,PROD00028,2025-05-28,328,162,126,6,370
INV0000330,PROD00028,2025-06-28,370,162,126,6,412
INV0000331,PROD00028,2025-07-28,412,162,126,6,454
INV0000332,PROD00028,2025-08-28,454,162,126,6,496
INV0000333,PROD00028,2025-09-28,496,162,126,6,538
INV0000334,PROD00028,2025-10-28,538,162,126,6,580
INV0000335,PROD00028,2025-11-28,580,162,126,6,622
INV0000336,PROD00028,2025-12-28,622,173,135,8,668
INV0000337,PROD00029,2025-01-28,54,50,107,3,0
INV0000338,PROD00029,2025-02-28,0,50,53,3,0
INV0000339,PROD00029,2025-03-28,0,50,53,3,0
INV0000340,PROD00029,2025-04-28,0,50,53,3,0
INV0000341,PROD00029,2025-05-28,0,50,53,3,0
INV0000342,PROD00029,2025-06-28,0,50,53,3,0
INV0000343,PROD00029,2025-07-28,0,50,53,3,0
INV0000344,PROD00029,2025-08-28,0,50,53,3,0
INV0000345,PROD00029,2025-09-28,0,50,53,3,0
INV0000346,PROD00029,2025-10-28,0,50,53,3,0
INV0000347,PROD00029,2025-11-28,0,50,53,3,0
INV0000348,PROD00029,2025-12-28,0,57,61,4,0
INV0000349,PROD00030,2025-01-28,70,248,114,2,206
INV0000350,PROD00030,2025-02-28,206,248,114,2,342
INV0000351,PROD00030,2025-03-28,342,248,114,2,478
INV0000352,PROD00030,2025-04-28,478,248,114,2,614
INV0000353,PROD00030,2025-05-28,614,248,114,2,750
INV0000354,PROD00030,2025-06-28,750,248,114,2,886
INV0000355,PROD00030,2025-07-28,886,248,114,2,1022
INV0000356,PROD00030,2025-08-28,1022,248,114,2,1158
INV0000357,PROD00030,2025-09-28,1158,248,114,2,1294
INV0000358,PROD00030,2025-10-28,1294,248,114,2,1430
INV0000359,PROD00030,2025-11-28,1430,248,114,2,1566
INV0000360,PROD00030,2025-12-28,1566,253,125,6,1700
INV0000361,PROD00031,2025-01-28,191,85,120,4,160
INV0000362,PROD00031,2025-02-28,160,85,120,4,129
INV0000363,PROD00031,2025-03-28,129,85,120,4,98
INV0000364,PROD00031,2025-04-28,98,85,120,4,67
INV0000365,PROD00031,2025-05-28,67,85,120,4,36
INV0000366,PROD00031,2025-06-28,36,85,120,4,5
INV0000367,PROD00031,2025-07-28,5,85,94,4,0
INV0000368,PROD00031,2025-08-28,0,85,89,4,0
INV0000369,PROD00031,2025-09-28,0,85,89,4,0
INV0000370,PROD00031,2025-10-28,0,85,89,4,0
INV0000371,PROD00031,2025-11-28,0,85,89,4,0
INV0000372,PROD00031,2025-12-28,0,92,104,12,0
INV0000373,PROD00032,2025-01-28,59,81,115,1,26
INV0000374,PROD00032,2025-02-28,26,81,108,1,0
INV0000375,PROD00032,2025-03-28,0,81,82,1,0
INV0000376,PROD00032,2025-04-28,0,81,82,1,0
INV0000377,PROD00032,2025-05-28,0,81,82,1,0
INV0000378,PROD00032,2025-06-28,0,81,82,1,0
INV0000379,PROD00032,2025-07-28,0,81,82,1,0
INV0000380,PROD00032,2025-08-28,0,81,82,1,0
INV0000381,PROD00032,2025-09-28,0,81,82,1,0
INV0000382,PROD00032,2025-10-28,0,81,82,1,0
INV0000383,PROD00032,2025-11-28,0,81,82,1,0
INV0000384,PROD00032,2025-12-28,0,83,90,7,0
INV0000385,PROD00033,2025-01-28,84,178,110,2,154
INV0000386,PROD00033,2025-02-28,154,178,110,2,224
INV0000387,PROD00033,2025-03-28,224,178,110,2,294
INV0000388,PROD00033,2025-04-28,294,178,110,2,364
INV0000389,PROD00033,2025-05-28,364,178,110,2,434
INV0000390,PROD00033,2025-06-28,434,178,110,2,504
INV0000391,PROD00033,2025-07-28,504,178,110,2,574
INV0000392,PROD00033,2025-08-28,574,178,110,2,644
INV0000393,PROD00033,2025-09-28,644,178,110,2,714
INV0000394,PROD00033,2025-10-28,714,178,110,2,784
INV0000395,PROD00033,2025-11-28,784,178,110,2,854
INV0000396,PROD00033,2025-12-28,854,183,113,8,932
INV0000397,PROD00034,2025-01-28,78,146,111,2,115
INV0000398,PROD00034,2025-02-28,115,146,111,2,152
INV0000399,PROD00034,2025-03-28,152,146,111,2,189
INV0000400,PROD00034,2025-04-28,189,146,111,2,226
INV0000401,PROD00034,2025-05-28,226,146,111,2,263
INV0000402,PROD00034,2025-06-28,263,146,111,2,300
INV0000403,PROD00034,2025-07-28,300,146,111,2,337
INV0000404,PROD00034,2025-08-28,337,146,111,2,374
INV0000405,PROD00034,2025-09-28,374,146,111,2,411
INV0000406,PROD00034,2025-10-28,411,146,111,2,448
INV0000407,PROD00034,2025-11-28,448,146,111,2,485
INV0000408,PROD00034,2025-12-28,485,157,114,12,540
INV0000409,PROD00035,2025-01-28,132,57,113,4,80
INV0000410,PROD00035,2025-02-28,80,57,113,4,28
INV0000411,PROD00035,2025-03-28,28,57,89,4,0
INV0000412,PROD00035,2025-04-28,0,57,61,4,0
INV0000413,PROD00035,2025-05-28,0,57,61,4,0
INV0000414,PROD00035,2025-06-28,0,57,61,4,0
INV0000415,PROD00035,2025-07-28,0,57,61,4,0
INV0000416,PROD00035,2025-08-28,0,57,61,4,0
INV0000417,PROD00035,2025-09-28,0,57,61,4,0
INV0000418,PROD00035,2025-10-28,0,57,61,4,0
INV0000419,PROD00035,2025-11-28,0,57,61,4,0
INV0000420,PROD00035,2025-12-28,0,64,68,4,0
INV0000421,PROD00036,2025-01-28,228,92,107,3,216
INV0000422,PROD00036,2025-02-28,216,92,107,3,204
INV0000423,PROD00036,2025-03-28,204,92,107,3,192
INV0000424,PROD00036,2025-04-28,192,92,107,3,180
INV0000425,PROD00036,2025-05-28,180,92,107,3,168
INV0000426,PROD00036,2025-06-28,168,92,107,3,156
INV0000427,PROD00036,2025-07-28,156,92,107,3,144
INV0000428,PROD00036,2025-08-28,144,92,107,3,132
INV0000429,PROD00036,2025-09-28,132,92,107,3,120
INV0000430,PROD00036,2025-10-28,120,92,107,3,108
INV0000431,PROD00036,2025-11-28,108,92,107,3,96
INV0000432,PROD00036,2025-12-28,96,93,117,9,81
INV0000433,PROD00037,2025-01-28,76,0,78,2,0
INV0000434,PROD00037,2025-02-28,0,0,2,2,0
INV0000435,PROD00037,2025-03-28,0,0,2,2,0
INV0000436,PROD00037,2025-04-28,0,0,2,2,0
INV0000437,PROD00037,2025-05-28,0,0,2,2,0
INV0000438,PROD00037,2025-06-28,0,0,2,2,0
INV0000439,PROD00037,2025-07-28,0,0,2,2,0
INV0000440,PROD00037,2025-08-28,0,0,2,2,0
INV0000441,PROD00037,2025-09-28,0,0,2,2,0
INV0000442,PROD00037,2025-10-28,0,0,2,2,0
INV0000443,PROD00037,2025-11-28,0,0,2,2,0
INV0000444,PROD00037,2025-12-28,0,0,2,2,0
INV0000445,PROD00038,2025-01-28,139,78,116,1,102
INV0000446,PROD00038,2025-02-28,102,78,116,1,65
INV0000447,PROD00038,2025-03-28,65,78,116,1,28
INV0000448,PROD00038,2025-04-28,28,78,107,1,0
INV0000449,PROD00038,2025-05-28,0,78,79,1,0
INV0000450,PROD00038,2025-06-28,0,78,79,1,0
INV0000451,PROD00038,2025-07-28,0,78,79,1,0
INV0000452,PROD00038,2025-08-28,0,78,79,1,0
INV0000453,PROD00038,2025-09-28,0,78,79,1,0
INV0000454,PROD00038,2025-10-28,0,78,79,1,0
INV0000455,PROD00038,2025-11-28,0,78,79,1,0
INV0000456,PROD00038,2025-12-28,0,88,90,2,0
INV0000457,PROD00039,2025-01-28,203,37,112,3,131
INV0000458,PROD00039,2025-02-28,131,37,112,3,59
INV0000459,PROD00039,2025-03-28,59,37,99,3,0
INV0000460,PROD00039,2025-04-28,0,37,40,3,0
INV0000461,PROD00039,2025-05-28,0,37,40,3,0
INV0000462,PROD00039,2025-06-28,0,37,40,3,0
INV0000463,PROD00039,2025-07-28,0,37,40,3,0
INV0000464,PROD00039,2025-08-28,0,37,40,3,0
INV0000465,PROD00039,2025-09-28,0,37,40,3,0
INV0000466,PROD00039,2025-10-28,0,37,40,3,0
INV0000467,PROD00039,2025-11-28,0,37,40,3,0
INV0000468,PROD00039,2025-12-28,0,48,53,5,0
INV0000469,PROD00040,2025-01-28,100,45,112,3,36
INV0000470,PROD00040,2025-02-28,36,45,84,3,0
INV0000471,PROD00040,2025-03-28,0,45,48,3,0
INV0000472,PROD00040,2025-04-28,0,45,48,3,0
INV0000473,PROD00040,2025-05-28,0,45,48,3,0
INV0000474,PROD00040,2025-06-28,0,45,48,3,0
INV0000475,PROD00040,2025-07-28,0,45,48,3,0
INV0000476,PROD00040,2025-08-28,0,45,48,3,0
INV0000477,PROD00040,2025-09-28,0,45,48,3,0
